,Experience,Age,Disability,EducationLevel,employment_status,Cluster,Governorate,EducationLevel_Bachelor or above,EducationLevel_Middle Diploma,EducationLevel_Secondary or Below,employment_status_Daily worker,employment_status_Housewife,employment_status_Informal worker,employment_status_Self-employed,employment_status_Unemployed,Governorate_Ajloun,Governorate_Al Aqaba,Governorate_Al Kirk,Governorate_Al Mafraq,Governorate_Amman,Governorate_Balqa,Governorate_Irbid,Governorate_Jarash,Governorate_Maadaba,Governorate_Maan,Governorate_Tafileh,Governorate_Zarqa
61,0,60,No Disability,Secondary or Below,Housewife,3,Al Aqaba,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
62,0,60,No Disability,Secondary or Below,Unemployed,3,Irbid,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
63,0,50,No Disability,Secondary or Below,Housewife,3,Al Aqaba,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
64,0,60,No Disability,Secondary or Below,Housewife,3,Irbid,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65,0,50,No Disability,Secondary or Below,Unemployed,3,Al Aqaba,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
66,0,30,No Disability,Secondary or Below,Unemployed,3,Maan,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
67,0,60,No Disability,Secondary or Below,Housewife,3,Irbid,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
68,0,30,No Disability,Secondary or Below,Housewife,3,Ajloun,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
69,0,30,No Disability,Secondary or Below,Housewife,3,Irbid,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
70,0,60,No Disability,Secondary or Below,Housewife,3,Irbid,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
71,0,60,No Disability,Secondary or Below,Unemployed,3,Irbid,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
72,0,30,No Disability,Secondary or Below,Housewife,3,Al Aqaba,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
73,0,50,No Disability,Secondary or Below,Housewife,3,Al Aqaba,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
74,0,60,No Disability,Secondary or Below,Housewife,3,Irbid,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
75,0,30,No Disability,Secondary or Below,Housewife,3,Ajloun,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
76,0,50,No Disability,Secondary or Below,Unemployed,3,Ajloun,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
77,0,30,No Disability,Secondary or Below,Housewife,3,Irbid,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
78,0,30,No Disability,Secondary or Below,Unemployed,3,Irbid,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
79,0,50,No Disability,Secondary or Below,Housewife,3,Irbid,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
80,0,60,No Disability,Secondary or Below,Unemployed,3,Al Aqaba,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
81,0,50,No Disability,Secondary or Below,Unemployed,3,Ajloun,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
82,0,50,No Disability,Secondary or Below,Self-employed,3,Irbid,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
83,0,50,No Disability,Secondary or Below,Housewife,3,Irbid,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
84,0,60,No Disability,Secondary or Below,Housewife,3,Irbid,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
85,0,50,With disability,Secondary or Below,Self-employed,3,Ajloun,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
86,0,30,No Disability,Secondary or Below,Unemployed,3,Maan,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
87,0,30,No Disability,Secondary or Below,Housewife,3,Ajloun,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
88,0,50,No Disability,Secondary or Below,Unemployed,3,Al Aqaba,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
89,0,60,No Disability,Secondary or Below,Housewife,3,Irbid,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90,0,50,No Disability,Secondary or Below,Unemployed,3,Irbid,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
91,0,30,No Disability,Secondary or Below,Unemployed,3,Irbid,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
92,0,60,No Disability,Secondary or Below,Housewife,3,Ajloun,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
93,0,60,No Disability,Secondary or Below,Housewife,3,Irbid,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
94,0,60,No Disability,Secondary or Below,Unemployed,3,Irbid,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
95,0,60,No Disability,Secondary or Below,Housewife,3,Irbid,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
96,0,30,No Disability,Secondary or Below,Housewife,3,Irbid,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
97,0,50,No Disability,Secondary or Below,Housewife,3,Ajloun,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
98,0,30,No Disability,Secondary or Below,Housewife,3,Irbid,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
99,0,50,No Disability,Secondary or Below,Housewife,3,Irbid,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100,0,50,No Disability,Secondary or Below,Housewife,3,Maadaba,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
101,0,60,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
102,0,50,No Disability,Secondary or Below,Housewife,3,Balqa,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
103,0,60,No Disability,Secondary or Below,Unemployed,3,Al Kirk,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
104,0,50,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
105,0,30,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
106,0,50,No Disability,Secondary or Below,Housewife,3,Balqa,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
107,0,60,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
108,0,30,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109,0,60,No Disability,Secondary or Below,Housewife,3,Al Mafraq,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
110,0,50,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111,0,30,No Disability,Secondary or Below,Housewife,3,Al Mafraq,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
112,0,50,No Disability,Secondary or Below,Housewife,3,Balqa,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
113,0,30,No Disability,Secondary or Below,Housewife,3,Jarash,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
114,0,60,No Disability,Secondary or Below,Unemployed,3,Al Kirk,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
115,0,50,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
116,0,60,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
117,0,30,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
118,0,60,No Disability,Secondary or Below,Housewife,3,Al Kirk,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
119,0,50,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120,0,30,No Disability,Secondary or Below,Housewife,3,Balqa,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
121,0,60,No Disability,Secondary or Below,Housewife,3,Al Mafraq,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
122,0,50,No Disability,Secondary or Below,Unemployed,3,Zarqa,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
123,0,30,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
124,0,60,No Disability,Secondary or Below,Housewife,3,Balqa,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
125,0,60,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
126,0,30,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
127,0,50,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
128,0,60,No Disability,Secondary or Below,Unemployed,3,Maadaba,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
129,0,60,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130,0,30,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131,0,60,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
132,0,50,No Disability,Secondary or Below,Unemployed,3,Amman,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
133,0,60,No Disability,Secondary or Below,Housewife,3,Balqa,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
134,0,60,No Disability,Secondary or Below,Housewife,3,Jarash,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
135,0,30,No Disability,Secondary or Below,Unemployed,3,Tafileh,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
136,0,60,No Disability,Secondary or Below,Housewife,3,Tafileh,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
137,0,50,No Disability,Secondary or Below,Housewife,3,Balqa,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
138,0,60,No Disability,Secondary or Below,Unemployed,3,Zarqa,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
139,0,30,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
140,0,60,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
141,0,50,No Disability,Secondary or Below,Housewife,3,Al Mafraq,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
142,0,30,No Disability,Secondary or Below,Unemployed,3,Balqa,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
143,0,50,No Disability,Secondary or Below,Unemployed,3,Amman,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
144,0,50,No Disability,Secondary or Below,Housewife,3,Balqa,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
145,0,50,No Disability,Secondary or Below,Housewife,3,Al Mafraq,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
146,0,30,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
147,0,60,No Disability,Secondary or Below,Unemployed,3,Amman,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
148,0,60,No Disability,Secondary or Below,Unemployed,3,Jarash,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
149,0,50,No Disability,Secondary or Below,Housewife,3,Jarash,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
150,0,50,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
151,0,50,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
152,0,50,No Disability,Secondary or Below,Housewife,3,Balqa,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
153,0,50,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
154,0,60,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
155,0,60,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
156,0,30,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
157,0,60,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
158,0,60,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
159,0,60,No Disability,Secondary or Below,Housewife,3,Jarash,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
160,0,50,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
161,0,60,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
162,0,50,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
163,0,60,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
164,0,60,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
165,0,60,No Disability,Secondary or Below,Unemployed,3,Amman,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
166,0,60,No Disability,Secondary or Below,Housewife,3,Maadaba,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
167,0,60,With disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
168,0,60,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
169,0,30,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
170,0,50,No Disability,Secondary or Below,Housewife,3,Jarash,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
171,0,30,No Disability,Secondary or Below,Housewife,3,Maadaba,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
172,0,60,No Disability,Secondary or Below,Housewife,3,Balqa,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
173,0,30,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
174,0,50,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
175,0,60,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
176,0,30,No Disability,Secondary or Below,Unemployed,3,Balqa,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
177,0,30,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
178,0,50,No Disability,Secondary or Below,Unemployed,3,Amman,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
179,0,60,No Disability,Secondary or Below,Housewife,3,Al Mafraq,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
180,0,50,No Disability,Secondary or Below,Housewife,3,Maadaba,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
181,0,50,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
182,0,50,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
183,0,30,No Disability,Secondary or Below,Housewife,3,Jarash,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
184,0,50,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
185,0,30,No Disability,Secondary or Below,Unemployed,3,Zarqa,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
186,0,60,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
187,0,60,With disability,Secondary or Below,Unemployed,3,Amman,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
